price,bedrooms,bathrooms,land,floor,district,city
3500000000.0,5,6,200,200,Cilincing,Jakarta Utara
950000000.0,3,2,60,84,Ciracas,Jakarta Timur
4000000000.0,3,2,136,18,Kelapa Gading,Jakarta Utara
6500000000.0,3,3,173,250,Grogol Petamburan,Jakarta Barat
1550000000.0,3,2,52,110,Jagakarsa,Jakarta Selatan
1300000000.0,3,2,66,79,Pasar Minggu,Jakarta Selatan
1900000000.0,3,2,89,148,Kramat Jati,Jakarta Timur
3800000000.0,3,2,218,262,Kemayoran,Jakarta Pusat
880000000.0,3,3,72,90,Ciracas,Jakarta Timur
625000000.0,2,1,30,80,Cipayung,Jakarta Timur
2600000000.0,4,3,135,210,Kali Deres,Jakarta Barat
1700000000.0,3,2,96,170,Kali Deres,Jakarta Barat
4300000000.0,3,3,136,250,Kali Deres,Jakarta Barat
1900000000.0,3,2,108,144,Kali Deres,Jakarta Barat
2450000000.0,3,3,128,128,Kali Deres,Jakarta Barat
1400000000.0,3,3,61,129,Jagakarsa,Jakarta Selatan
850000000.0,3,1,83,82,Kebayoran Baru,Jakarta Selatan
2500000000.0,4,4,82,108,Kramat Jati,Jakarta Timur
1650000000.0,2,2,120,72,Cilincing,Jakarta Utara
9500000000.0,7,3,193,436,Cilincing,Jakarta Utara
1400000000.0,3,3,60,1220,Pasar Minggu,Jakarta Selatan
3000000000.0,4,4,102,240,Jagakarsa,Jakarta Selatan
2250000000.0,4,4,76,185,Jagakarsa,Jakarta Selatan
2400000000.0,4,4,102,176,Jagakarsa,Jakarta Selatan
875000000.0,2,2,40,69,Jagakarsa,Jakarta Selatan
2350000000.0,4,4,87,210,Jagakarsa,Jakarta Selatan
650000000.0,2,1,72,45,Pasar Minggu,Jakarta Selatan
2400000000.0,4,3,12,220,Mampang Prapatan,Jakarta Selatan
2300000000.0,5,2,175,150,Cakung,Jakarta Timur
400000000.0,2,1,43,43,Jatinegara,Jakarta Timur
3400000000.0,2,2,160,160,Kelapa Gading,Jakarta Utara
1500000000.0,3,2,70,90,Jagakarsa,Jakarta Selatan
289000000.0,2,1,66,35,Tanah Abang,Jakarta Pusat
4600000000.0,5,3,220,270,Kelapa Gading,Jakarta Utara
2500000000.0,4,3,90,140,Pasar Minggu,Jakarta Selatan
875000000.0,3,2,40,80,Jagakarsa,Jakarta Selatan
1800000000.0,3,3,90,140,Jagakarsa,Jakarta Selatan
250000000.0,1,1,30,30,Kembangan,Jakarta Barat
480000000.0,1,1,55,55,Cipayung,Jakarta Timur
2300000000.0,4,3,120,200,Kebayoran Lama,Jakarta Selatan
1670000000.0,2,2,63,100,Kali Deres,Jakarta Barat
1220000000.0,3,2,88,90,Jagakarsa,Jakarta Selatan
9000000000.0,3,4,120,300,Kebayoran Lama,Jakarta Selatan
2900000000.0,3,3,125,168,Kembangan,Jakarta Barat
8500000000.0,6,4,374,900,Kembangan,Jakarta Barat
1300000000.0,3,3,66,79,Pasar Minggu,Jakarta Selatan
4500000000.0,2,1,122,90,Kebayoran Baru,Jakarta Selatan
1800000000.0,4,3,220,150,Koja,Jakarta Utara
5800000000.0,4,3,187,192,Kelapa Gading,Jakarta Utara
3800000000.0,4,1,96,180,Tanjung Priok,Jakarta Utara
2850000000.0,4,5,220,250,Jatinegara,Jakarta Timur
1670000000.0,3,3,67,125,Jagakarsa,Jakarta Selatan
289000000.0,2,1,66,34,Tanah Abang,Jakarta Pusat
1450000000.0,3,2,60,100,Jagakarsa,Jakarta Selatan
1900000000.0,3,2,90,165,Jagakarsa,Jakarta Selatan
1250000000.0,10,4,157,360,Mampang Prapatan,Jakarta Selatan
1800000000.0,3,3,70,120,Jagakarsa,Jakarta Selatan
790000000.0,3,3,41,84,Jagakarsa,Jakarta Selatan
2600000000.0,3,3,107,159,Pasar Minggu,Jakarta Selatan
1000000000.0,3,3,72,80,Cipayung,Jakarta Timur
1700000000.0,3,2,100,200,Ciracas,Jakarta Timur
750000000.0,2,2,50,150,Pasar Rebo,Jakarta Timur
1800000000.0,3,2,77,95,Jagakarsa,Jakarta Selatan
1400000000.0,3,3,60,120,Jagakarsa,Jakarta Selatan
695000000.0,2,2,65,58,Cipayung,Jakarta Timur
600000000.0,3,2,49,48,Cilincing,Jakarta Utara
1700000000.0,2,1,119,52,Kali Deres,Jakarta Barat
1050000000.0,3,2,72,70,Ciracas,Jakarta Timur
10600000000.0,4,4,360,343,Cilandak,Jakarta Selatan
10000000000.0,4,3,290,1048,Penjaringan,Jakarta Utara
1750000000.0,0,0,164,120,Kramat Jati,Jakarta Timur
2500000000.0,3,2,120,150,Pademangan,Jakarta Utara
2000000000.0,3,2,70,150,Sawah Besar,Jakarta Pusat
3500000000.0,4,3,154,250,Sawah Besar,Jakarta Pusat
3560000000.0,3,2,75,100,Penjaringan,Jakarta Utara
4000000000.0,3,3,70,171,Pesanggrahan,Jakarta Selatan
3250000000.0,3,3,150,100,Pesanggrahan,Jakarta Selatan
8500000000.0,5,5,248,400,Kelapa Gading,Jakarta Utara
2950000000.0,3,3,102,102,Kelapa Gading,Jakarta Utara
3000000000.0,3,2,60,100,Pasar Minggu,Jakarta Selatan
2750000000.0,5,3,150,230,Kelapa Gading,Jakarta Utara
2400000000.0,3,3,185,140,Kebayoran Lama,Jakarta Selatan
5500000000.0,5,3,284,234,Cakung,Jakarta Timur
650000000.0,3,2,51,60,Cipayung,Jakarta Timur
3500000000.0,4,6,150,400,Pulo Gadung,Jakarta Timur
4700000000.0,5,5,126,239,Grogol Petamburan,Jakarta Barat
3300000000.0,5,3,252,400,Cipayung,Jakarta Timur
2200000000.0,4,4,113,150,Jagakarsa,Jakarta Selatan
1250000000.0,2,3,62,100,Jagakarsa,Jakarta Selatan
975000000.0,3,2,60,80,Jagakarsa,Jakarta Selatan
1400000000.0,3,2,60,120,Jagakarsa,Jakarta Selatan
1800000000.0,3,3,70,130,Jagakarsa,Jakarta Selatan
7250000000.0,5,3,349,450,Pasar Minggu,Jakarta Selatan
1800000000.0,3,2,70,140,Pasar Minggu,Jakarta Selatan
3700000000.0,4,3,90,166,Cilandak,Jakarta Selatan
7700000000.0,4,2,414,400,Jagakarsa,Jakarta Selatan
5500000000.0,4,3,216,260,Tanjung Priok,Jakarta Utara
3350000000.0,3,2,105,155,Cakung,Jakarta Timur
4700000000.0,6,5,375,800,Pasar Minggu,Jakarta Selatan
2600000000.0,5,4,217,252,Pasar Rebo,Jakarta Timur
600000000.0,2,1,67,50,Ciracas,Jakarta Timur
800000000.0,3,2,45,65,Ciracas,Jakarta Timur
6100000000.0,3,3,153,250,Kelapa Gading,Jakarta Utara
600000000.0,2,1,67,48,Ciracas,Jakarta Timur
4000000000.0,3,3,74,171,Pesanggrahan,Jakarta Selatan
900000000.0,3,3,68,83,Palmerah,Jakarta Barat
900000000.0,3,3,68,83,Gambir,Jakarta Pusat
9500000000.0,7,3,300,250,Kebayoran Baru,Jakarta Selatan
3800000000.0,5,4,160,185,Cilandak,Jakarta Selatan
3700000000.0,6,6,134,470,Pasar Minggu,Jakarta Selatan
1250000000.0,4,2,126,126,Pesanggrahan,Jakarta Selatan
1220000000.0,3,2,88,90,Jagakarsa,Jakarta Selatan
3600000000.0,4,3,72,140,Pasar Minggu,Jakarta Selatan
850000000.0,3,2,43,124,Cempaka Putih,Jakarta Pusat
975000000.0,3,2,60,80,Jagakarsa,Jakarta Selatan
3600000000.0,3,2,220,160,Duren Sawit,Jakarta Timur
1980000000.0,3,3,78,100,Duren Sawit,Jakarta Timur
10000000000.0,6,4,443,1,Kelapa Gading,Jakarta Utara
5400000000.0,3,3,112,157,Kelapa Gading,Jakarta Utara
1250000000.0,3,2,70,105,Cipayung,Jakarta Timur
2500000000.0,3,2,159,125,Kelapa Gading,Jakarta Utara
5500000000.0,10,10,161,250,Kelapa Gading,Jakarta Utara
1490000000.0,3,3,162,112,Kelapa Gading,Jakarta Utara
1190000000.0,3,2,124,150,Cilincing,Jakarta Utara
5000000000.0,2,4,132,234,Kelapa Gading,Jakarta Utara
4300000000.0,10,10,120,360,Kelapa Gading,Jakarta Utara
2700000000.0,4,3,153,181,Duren Sawit,Jakarta Timur
3000000000.0,10,7,119,272,Kelapa Gading,Jakarta Utara
8199999999.999999,5,4,144,432,Kelapa Gading,Jakarta Utara
2100000000.0,2,3,140,100,Tanjung Priok,Jakarta Utara
2200000000.0,4,2,102,91,Kelapa Gading,Jakarta Utara
1650000000.0,2,1,80,67,Kelapa Gading,Jakarta Utara
1300000000.0,2,2,75,65,Duren Sawit,Jakarta Timur
1600000000.0,2,2,88,1,Kelapa Gading,Jakarta Utara
4900000000.0,3,3,150,90,Tanjung Priok,Jakarta Utara
6500000000.0,7,4,153,459,Kelapa Gading,Jakarta Utara
6500000000.0,4,3,144,244,Kelapa Gading,Jakarta Utara
7800000000.0,4,4,135,345,Kelapa Gading,Jakarta Utara
3900000000.0,3,2,180,120,Kelapa Gading,Jakarta Utara
2600000000.0,5,2,90,134,Kelapa Gading,Jakarta Utara
6500000000.0,5,4,273,480,Kali Deres,Jakarta Barat
8000000000.0,3,3,302,212,Kelapa Gading,Jakarta Utara
7500000000.0,2,1,289,140,Kelapa Gading,Jakarta Utara
6500000000.0,5,3,360,400,Kelapa Gading,Jakarta Utara
1650000000.0,4,2,105,120,Kelapa Gading,Jakarta Utara
2100000000.0,3,2,102,108,Kelapa Gading,Jakarta Utara
7750000000.0,5,4,135,345,Kelapa Gading,Jakarta Utara
2950000000.0,1,1,266,150,Tanjung Priok,Jakarta Utara
11000000000.0,6,4,420,500,Pulo Gadung,Jakarta Timur
6500000000.0,5,4,323,387,Kelapa Gading,Jakarta Utara
7700000000.0,4,2,414,400,Jagakarsa,Jakarta Selatan
4800000000.0,4,4,150,250,Tebet,Jakarta Selatan
7000000000.0,8,7,441,500,Kelapa Gading,Jakarta Utara
9000000000.0,6,4,374,900,Kembangan,Jakarta Barat
7490000000.0,4,4,144,326,Pademangan,Jakarta Utara
3200000000.0,4,3,90,128,Penjaringan,Jakarta Utara
6200000000.0,6,4,187,330,Kelapa Gading,Jakarta Utara
3000000000.0,5,3,180,100,Kelapa Gading,Jakarta Utara
5900000000.0,4,4,145,250,Kelapa Gading,Jakarta Utara
5700000000.0,4,3,102,200,Kelapa Gading,Jakarta Utara
3500000000.0,5,3,180,1,Kelapa Gading,Jakarta Utara
5250000000.0,3,2,80,1,Kelapa Gading,Jakarta Utara
2000000000.0,1,1,96,1,Pademangan,Jakarta Utara
10500000000.0,4,4,386,550,Pulo Gadung,Jakarta Timur
760000000.0,3,2,50,60,Cipayung,Jakarta Timur
3800000000.0,4,3,198,350,Duren Sawit,Jakarta Timur
5700000000.0,4,3,180,270,Kelapa Gading,Jakarta Utara
2600000000.0,4,3,90,200,Kelapa Gading,Jakarta Utara
2500000000.0,5,4,116,260,Pasar Minggu,Jakarta Selatan
4500000000.0,4,3,123,150,Cilandak,Jakarta Selatan
6300000000.0,4,3,280,250,Kelapa Gading,Jakarta Utara
3900000000.0,4,2,153,229,Kelapa Gading,Jakarta Utara
7600000000.0,4,3,180,270,Kelapa Gading,Jakarta Utara
9750000000.0,4,3,260,390,Kelapa Gading,Jakarta Utara
3900000000.0,3,3,141,180,Tebet,Jakarta Selatan
9900000000.0,10,10,374,800,Kelapa Gading,Jakarta Utara
6500000000.0,3,3,260,400,Pulo Gadung,Jakarta Timur
2800000000.0,3,2,119,90,Pulo Gadung,Jakarta Timur
5500000000.0,4,3,187,224,Kelapa Gading,Jakarta Utara
5600000000.0,4,5,162,480,Kelapa Gading,Jakarta Utara
3800000000.0,5,5,90,120,Tanjung Priok,Jakarta Utara
956000000.0,3,2,62,88,Pancoran,Jakarta Selatan
4300000000.0,5,3,220,200,Cengkareng,Jakarta Barat
2600000000.0,3,2,90,180,Cengkareng,Jakarta Barat
6000000000.0,5,5,238,300,Kelapa Gading,Jakarta Utara
1100000000.0,3,2,87,130,Duren Sawit,Jakarta Timur
3950000000.0,4,3,119,156,Kelapa Gading,Jakarta Utara
7300000000.0,5,4,240,311,Kelapa Gading,Jakarta Utara
1650000000.0,2,2,75,1,Kelapa Gading,Jakarta Utara
700000000.0,4,3,132,142,Cakung,Jakarta Timur
4500000000.0,3,2,160,1,Pulo Gadung,Jakarta Timur
3300000000.0,5,3,119,214,Kelapa Gading,Jakarta Utara
4500000000.0,1,2,111,150,Kelapa Gading,Jakarta Utara
2000000000.0,3,1,90,54,Kelapa Gading,Jakarta Utara
6500000000.0,3,3,127,228,Kelapa Gading,Jakarta Utara
6900000000.0,4,3,180,300,Kelapa Gading,Jakarta Utara
3450000000.0,3,3,165,300,Grogol Petamburan,Jakarta Barat
1400000000.0,3,2,52,104,Cengkareng,Jakarta Barat
1800000000.0,6,3,200,227,Koja,Jakarta Utara
7500000000.0,3,4,200,350,Kelapa Gading,Jakarta Utara
3300000000.0,4,3,102,144,Kelapa Gading,Jakarta Utara
7500000000.0,4,5,200,640,Kemayoran,Jakarta Pusat
3200000000.0,4,3,90,120,Kelapa Gading,Jakarta Utara
6000000000.0,4,3,187,264,Kelapa Gading,Jakarta Utara
8500000000.0,4,4,240,311,Kelapa Gading,Jakarta Utara
1770000000.0,3,2,75,90,Kelapa Gading,Jakarta Utara
3500000000.0,5,2,108,216,Kelapa Gading,Jakarta Utara
1270000000.0,2,3,53,70,Kelapa Gading,Jakarta Utara
1650000000.0,2,1,80,67,Kelapa Gading,Jakarta Utara
2500000000.0,2,2,90,1,Kelapa Gading,Jakarta Utara
1600000000.0,2,2,88,1,Kelapa Gading,Jakarta Utara
7200000000.0,4,3,186,202,Kelapa Gading,Jakarta Utara
3900000000.0,4,3,303,137,Cakung,Jakarta Timur
9500000000.0,4,4,216,526,Mampang Prapatan,Jakarta Selatan
2500000000.0,3,3,84,166,Pasar Minggu,Jakarta Selatan
3900000000.0,6,5,152,300,Kemayoran,Jakarta Pusat
3000000000.0,3,2,122,150,Kelapa Gading,Jakarta Utara
2540000000.0,3,3,84,166,Mampang Prapatan,Jakarta Selatan
4500000000.0,4,5,99,330,Kelapa Gading,Jakarta Utara
9000000000.0,5,5,244,600,Cengkareng,Jakarta Barat
3150000000.0,6,5,90,328,Kali Deres,Jakarta Barat
5000000000.0,2,4,132,234,Kelapa Gading,Jakarta Utara
3500000000.0,3,4,200,350,Cilincing,Jakarta Utara
775000000.0,2,1,87,65,Cipayung,Jakarta Timur
8400000000.0,6,3,465,150,Pasar Minggu,Jakarta Selatan
6500000000.0,5,4,308,480,Pasar Minggu,Jakarta Selatan
2100000000.0,2,3,140,100,Tanjung Priok,Jakarta Utara
3000000000.0,4,1,200,150,Pasar Minggu,Jakarta Selatan
4500000000.0,4,2,270,200,Pasar Minggu,Jakarta Selatan
2000000000.0,4,3,120,100,Pasar Minggu,Jakarta Selatan
2500000000.0,2,3,110,136,Pasar Minggu,Jakarta Selatan
7000000000.0,5,4,390,324,Pasar Minggu,Jakarta Selatan
7500000000.0,3,3,225,425,Pasar Minggu,Jakarta Selatan
6500000000.0,5,3,360,400,Kelapa Gading,Jakarta Utara
1270000000.0,3,3,53,53,Kelapa Gading,Jakarta Utara
1650000000.0,4,2,105,120,Kelapa Gading,Jakarta Utara
2100000000.0,3,2,102,108,Kelapa Gading,Jakarta Utara
2700000000.0,5,4,76,211,Grogol Petamburan,Jakarta Barat
4500000000.0,7,4,230,400,Pancoran,Jakarta Selatan
1500000000.0,0,0,110,110,Jatinegara,Jakarta Timur
4200000000.0,3,3,160,240,Kali Deres,Jakarta Barat
2300000000.0,2,2,72,110,Kembangan,Jakarta Barat
1500000000.0,0,0,110,110,Jatinegara,Jakarta Timur
1500000000.0,3,2,95,85,Koja,Jakarta Utara
2600000000.0,5,2,90,134,Kelapa Gading,Jakarta Utara
6500000000.0,5,4,273,480,Kali Deres,Jakarta Barat
11200000000.0,4,3,250,380,Penjaringan,Jakarta Utara
8000000000.0,3,3,302,212,Kelapa Gading,Jakarta Utara
7500000000.0,2,1,289,140,Kelapa Gading,Jakarta Utara
5900000000.0,4,4,145,250,Kelapa Gading,Jakarta Utara
5700000000.0,4,3,102,200,Kelapa Gading,Jakarta Utara
3500000000.0,5,3,180,1,Kelapa Gading,Jakarta Utara
5250000000.0,3,2,80,1,Kelapa Gading,Jakarta Utara
6500000000.0,5,3,198,198,Pulo Gadung,Jakarta Timur
3950000000.0,3,3,140,100,Palmerah,Jakarta Barat
2000000000.0,1,1,96,1,Pademangan,Jakarta Utara
2900000000.0,3,3,78,204,Grogol Petamburan,Jakarta Barat
10500000000.0,4,4,386,550,Pulo Gadung,Jakarta Timur
3800000000.0,4,3,198,350,Duren Sawit,Jakarta Timur
9500000000.0,7,9,378,600,Cempaka Putih,Jakarta Pusat
3000000000.0,3,1,135,100,Kelapa Gading,Jakarta Utara
4600000000.0,4,3,200,130,Kelapa Gading,Jakarta Utara
6250000000.0,5,5,165,240,Penjaringan,Jakarta Utara
4600000000.0,5,4,170,250,Cilandak,Jakarta Selatan
9000000000.0,6,4,374,900,Kembangan,Jakarta Barat
3770000000.0,4,2,263,215,Pasar Minggu,Jakarta Selatan
3200000000.0,4,3,90,128,Penjaringan,Jakarta Utara
11000000000.0,4,3,240,345,Penjaringan,Jakarta Utara
4900000000.0,4,4,180,420,Cengkareng,Jakarta Barat
3950000000.0,4,3,119,156,Kelapa Gading,Jakarta Utara
1650000000.0,2,2,75,1,Kelapa Gading,Jakarta Utara
1200000000.0,3,1,64,96,Kali Deres,Jakarta Barat
3500000000.0,4,6,180,270,Kelapa Gading,Jakarta Utara
1270000000.0,2,3,48,60,Kelapa Gading,Jakarta Utara
5700000000.0,5,5,365,485,Kembangan,Jakarta Barat
2300000000.0,3,2,90,145,Cakung,Jakarta Timur
9000000000.0,5,5,303,268,Cilandak,Jakarta Selatan
2380000000.0,3,3,90,180,Kelapa Gading,Jakarta Utara
2750000000.0,6,4,95,195,Jagakarsa,Jakarta Selatan
5500000000.0,4,4,236,350,Tanjung Priok,Jakarta Utara
2800000000.0,3,2,119,90,Pulo Gadung,Jakarta Timur
7170000000.0,1,1,312,1,Kelapa Gading,Jakarta Utara
2000000000.0,2,2,119,85,Kelapa Gading,Jakarta Utara
1500000000.0,3,3,68,120,Jagakarsa,Jakarta Selatan
3800000000.0,5,5,90,120,Tanjung Priok,Jakarta Utara
3600000000.0,5,4,101,220,Pasar Minggu,Jakarta Selatan
2600000000.0,4,4,134,220,Jagakarsa,Jakarta Selatan
4300000000.0,5,3,220,200,Cengkareng,Jakarta Barat
2600000000.0,3,2,90,180,Cengkareng,Jakarta Barat
6000000000.0,5,5,238,300,Kelapa Gading,Jakarta Utara
3000000000.0,4,4,135,180,Kelapa Gading,Jakarta Utara
2850000000.0,5,4,150,230,Kelapa Gading,Jakarta Utara
2700000000.0,4,3,119,1,Kelapa Gading,Jakarta Utara
2400000000.0,3,2,127,1,Kelapa Gading,Jakarta Utara
3100000000.0,3,1,204,200,Kelapa Gading,Jakarta Utara
3800000000.0,5,2,200,160,Kali Deres,Jakarta Barat
11000000000.0,4,2,400,225,Kelapa Gading,Jakarta Utara
6200000000.0,5,4,220,300,Kelapa Gading,Jakarta Utara
1400000000.0,3,2,52,104,Cengkareng,Jakarta Barat
360000000.0,2,1,20,40,Kramat Jati,Jakarta Timur
2500000000.0,3,4,128,170,Kali Deres,Jakarta Barat
2600000000.0,9,9,224,215,Cilincing,Jakarta Utara
6800000000.0,4,4,288,150,Tanah Abang,Jakarta Pusat
3200000000.0,3,2,90,84,Penjaringan,Jakarta Utara
1770000000.0,3,2,75,90,Kelapa Gading,Jakarta Utara
1270000000.0,2,3,53,70,Kelapa Gading,Jakarta Utara
2600000000.0,2,2,77,150,Tanjung Priok,Jakarta Utara
1250000000.0,3,3,70,120,Pasar Minggu,Jakarta Selatan
1600000000.0,2,2,75,139,Cengkareng,Jakarta Barat
3500000000.0,4,3,102,144,Kelapa Gading,Jakarta Utara
3100000000.0,4,3,102,144,Kelapa Gading,Jakarta Utara
1800000000.0,6,3,200,227,Koja,Jakarta Utara
2440000000.0,3,2,104,128,Jagakarsa,Jakarta Selatan
3300000000.0,4,3,102,144,Kelapa Gading,Jakarta Utara
3200000000.0,4,3,90,120,Kelapa Gading,Jakarta Utara
6000000000.0,4,3,187,264,Kelapa Gading,Jakarta Utara
1450000000.0,3,2,55,72,Matraman,Jakarta Timur
5000000000.0,2,4,132,234,Kelapa Gading,Jakarta Utara
3500000000.0,3,1,90,90,Koja,Jakarta Utara
3000000000.0,4,2,132,300,Kelapa Gading,Jakarta Utara
7200000000.0,4,3,186,202,Kelapa Gading,Jakarta Utara
2100000000.0,2,3,140,100,Tanjung Priok,Jakarta Utara
2550000000.0,4,4,105,140,Jagakarsa,Jakarta Selatan
3600000000.0,3,3,202,165,Kali Deres,Jakarta Barat
5000000000.0,3,2,240,180,Tanjung Priok,Jakarta Utara
2300000000.0,3,2,90,80,Kelapa Gading,Jakarta Utara
1850000000.0,3,1,150,80,Kelapa Gading,Jakarta Utara
6000000000.0,6,4,300,500,Duren Sawit,Jakarta Timur
3900000000.0,4,3,303,137,Cakung,Jakarta Timur
6000000000.0,4,3,207,300,Pulo Gadung,Jakarta Timur
3900000000.0,6,5,152,300,Kemayoran,Jakarta Pusat
1200000000.0,3,2,50,100,Jagakarsa,Jakarta Selatan
3000000000.0,3,2,122,150,Kelapa Gading,Jakarta Utara
4500000000.0,4,5,99,330,Kelapa Gading,Jakarta Utara
